code_rome;intitule_rome;code_rncp;intitule_rncp;niveau_rncp
M1802;Expertise et support en systèmes d'information;RNCP38958;Ingénieur diplômé de l'Université de Technologie de Belfort - Montbéliard, spécialité Informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP38964;Bio-informatique (fiche nationale);NIV7
M1802;Expertise et support en systèmes d'information;RNCP38997;Réseaux et télécommunication (fiche nationale);NIV7
M1802;Expertise et support en systèmes d'information;RNCP39000;Ingénierie et innovation en images et réseaux (fiche nationale);NIV7
M1802;Expertise et support en systèmes d'information;RNCP39148;Ingénieur diplômé de l’École nationale supérieure en systèmes avancés et réseaux de l’Institut polytechnique de Grenoble;NIV7
M1802;Expertise et support en systèmes d'information;RNCP39278;Informatique (fiche nationale);NIV7
M1802;Expertise et support en systèmes d'information;RNCP39292;Ingénieur diplômé de l'Ecole Supérieure d'Ingénieurs de Rennes de l'Université de Rennes spécialité Systèmes Numériques et Réseaux;NIV7
M1802;Expertise et support en systèmes d'information;RNCP39308;Ingénieur diplômé du Conservatoire national des arts et métiers, spécialité Informatique et cybersécurité;NIV7
M1802;Expertise et support en systèmes d'information;RNCP39333;Ingénieur diplômé de l’École Polytechnique Universitaire de Sorbonne Université, spécialité Mathématiques Appliquées et Informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP39425;Expert en Ingénierie Informatique et Innovation Numérique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP39451;Ingénieur diplômé de l'Ecole d'ingénieurs Denis-Diderot de l'Université Paris Cité, spécialité Bioinformatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP39485;Intelligence artificielle (fiche nationale);NIV7
M1802;Expertise et support en systèmes d'information;RNCP39486;Mathématiques et informatique appliquées aux sciences humaines et sociales - MIASHS (fiche nationale);NIV7
M1802;Expertise et support en systèmes d'information;RNCP39490;Méthodes informatiques appliquées à la gestion des entreprises - MIAGE (fiche nationale);NIV7
M1802;Expertise et support en systèmes d'information;RNCP39495;Cybersécurité (fiche nationale);NIV7
M1802;Expertise et support en systèmes d'information;RNCP39541;Ingénieur diplômé du Conservatoire national des arts et métiers, spécialité Science de la donnée et intelligence artificielle;NIV7
M1802;Expertise et support en systèmes d'information;RNCP39549;Sciences et Ingénierie - Informatique;NIV6
M1802;Expertise et support en systèmes d'information;RNCP39560;Ingénieur diplômé de l'institut national des sciences appliquées de Rouen, spécialité informatique et technologies de l'information;NIV7
M1802;Expertise et support en systèmes d'information;RNCP39585;Chef de projet système d'information;NIV7
M1802;Expertise et support en systèmes d'information;RNCP39586;Ingénieur en science des données spécialisé en infrastructure data ou en apprentissage automatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP39611;Administrateur systèmes, réseaux et cybersécurité;NIV6
M1802;Expertise et support en systèmes d'information;RNCP39774;Expert en architecture informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP39781;Expert réseaux infrastructures et sécurité;NIV7
M1802;Expertise et support en systèmes d'information;RNCP39837;Expert en cybersécurité (MS);NIV7
M1802;Expertise et support en systèmes d'information;RNCP39851;Administrateur systèmes, réseaux et sécurité;NIV6
M1802;Expertise et support en systèmes d'information;RNCP39907;Ingénieur spécialisé en sécurité pour les systèmes informatiques et les communications, diplômé d'EURECOM;NIV7
M1802;Expertise et support en systèmes d'information;RNCP39999;Expert en cybersécurité;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40046;Intelligence Artificielle appliquée aux enjeux sociétaux;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40102;Métiers de l'informatique : administration et sécurité des systèmes et des réseaux (fiche nationale);NIV6
M1802;Expertise et support en systèmes d'information;RNCP40106;Métiers de l'informatique : applications web (fiche nationale);NIV6
M1802;Expertise et support en systèmes d'information;RNCP40116;Informatique (fiche nationale);NIV6
M1802;Expertise et support en systèmes d'information;RNCP40117;Ingénieur diplômé de l’École nationale supérieure d'informatique et de mathématiques appliquées de l'Institut polytechnique de Grenoble;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40122;Ingénieur diplômé de l’école polytechnique universitaire de l’université de Tours, spécialité informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40167;Expert en ingénierie de données massives et intelligence artificielle;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40168;Directeur de projets informatiques;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40205;Ingénieur diplômé de l'École nationale supérieure des mines de Saint-Étienne de l'institut Mines-Télécom, spécialité microélectronique et informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40228;Ingénieur diplômé de l'Institut d'ingénierie informatique de Limoges;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40234;Expert big data engineer (MS);NIV7
M1802;Expertise et support en systèmes d'information;RNCP40246;Manager de la cybersécurité;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40293;Métiers de l'informatique : systèmes d'information et gestion de données (fiche nationale);NIV6
M1802;Expertise et support en systèmes d'information;RNCP40329;Métiers de l'informatique : conduite de projets (fiche nationale);NIV6
M1802;Expertise et support en systèmes d'information;RNCP40347;Architecte cybersécurité et internet des objets (MS);NIV7
M1802;Expertise et support en systèmes d'information;RNCP40363;Expert en études et développement du système d'information;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40421;Ingénieur diplômé de Télécom Nancy de l'université de Lorraine, spécialité cybersécurité;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40496;Ingénieur diplômé de l'Institut national des sciences appliquées Centre Val de Loire, spécialité sécurité informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40531;Ingénieur Diplômé de l'Ecole Pour l'Informatique et les Techniques Avancées;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40534;Ingénieur diplômé de l'École Supérieure de Chimie, Physique, Électronique de Lyon, spécialité informatique et réseaux;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40551;Chef de projets en intelligence artificielle et sciences des données (MS);NIV7
M1802;Expertise et support en systèmes d'information;RNCP40570;Expert en infrastructure de réseaux de télécommunication maritimes (MS);NIV7
M1802;Expertise et support en systèmes d'information;RNCP40573;Expert en informatique et systèmes d’information;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40612;Ingénieur diplômé du CESI, spécialité informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40640;Expert en cybersécurité (MS);NIV7
M1802;Expertise et support en systèmes d'information;RNCP40723;Diplôme d'études supérieures en management international, data et IA;NIV6
M1802;Expertise et support en systèmes d'information;RNCP40741;Sciences et Ingénierie - Informatique et Cybersécurité;NIV6
M1802;Expertise et support en systèmes d'information;RNCP40744;Sciences et ingénierie - Cybersécurité;NIV6
M1802;Expertise et support en systèmes d'information;RNCP40745;Sciences et ingénierie - Cybersécurité et réseaux;NIV6
M1802;Expertise et support en systèmes d'information;RNCP40776;Ingénieur diplômé de l'école polytechnique universitaire de Nantes Université, spécialité Informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40817;Ingénieur diplômé de l'Institut national des sciences appliquées Hauts-de-France, spécialité Informatique et Cybersécurité;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40822;Ingénieur diplômé de l’Institut national des sciences appliquées Hauts-de-France, spécialité Informatique Industrielle et Automatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40824;ingénieur diplômé de CentraleSupélec, spécialité Informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40897;Expert en cybersécurité;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40939;Ingénieur diplômé de l'Ecole Nationale Supérieure d'Electrotechnique, d'Electronique, d'Informatique, d'Hydraulique et des Télécommunications, de l'Institut National Polytechnique de Toulouse- Spécialité Informatique et Télécommunications;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40943;Ingénieur diplômé de l'Université de Technologie de Compiègne, spécialité Informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40947;Ingénieur diplômé de l’école d’ingénieurs Jules Verne de l’université d’Amiens, spécialité cybersécurité;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40952;Ingénieur diplômé de l'Ecole Polytechnique universitaire de l'Université Paris-Saclay, spécialité Informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40957;Ingénieur diplômé de Télécom Saint-Etienne de l'Université de Saint-Etienne, spécialité informatique et électronique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40964;Ingénieur diplômé de l’Institut national universitaire Jean-François-Champollion, spécialité informatique pour la santé;NIV7
M1802;Expertise et support en systèmes d'information;RNCP40971;ingénieur diplômé de l'Institut national des sciences appliquées de Lyon, spécialité informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41075;Ingénieur diplômé de l'université de Toulouse, spécialité Télécommunications et réseaux informatiques;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41155;Ingénieur diplômé de Télécom SudParis de l'Institut Mines-Télécom, spécialité informatique et réseaux (Institut Polytechnique de Paris);NIV7
M1802;Expertise et support en systèmes d'information;RNCP41165;Ingénieur diplômé de CentraleSupélec, spécialité Cybersécurité;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41171;Ingénieur diplômé de l’institut des sciences et techniques des Yvelines de l’université de Versailles-Saint-Quentin-en-Yvelines, spécialité informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41220;Ingénieur diplômé de l'institut national des sciences appliquées de Toulouse, spécialité informatique et réseaux;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41238;Sciences et Ingénierie - informatique et Cybersécurité;NIV6
M1802;Expertise et support en systèmes d'information;RNCP41246;Ingénieur diplômé de l'Institut supérieur d'informatique, de modélisation et de leurs applications de l'institut national polytechnique Clermont Auvergne;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41248;Ingénieur diplômé de l’Ecole d’Ingénieurs du Littoral Côte d’Opale de l'Université du Littoral Côte d'Opale spécialité Informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41265;Ingénieur diplômé de l'institut national des sciences appliquées de Rennes, spécialité informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41282;Ingénieur diplômé de l’École nationale supérieure d’informatique pour l’industrie et l’entreprise, spécialité informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41312;Concepteur développeur de solutions blockchain;NIV6
M1802;Expertise et support en systèmes d'information;RNCP41376;Ingénieur diplômé de l’École Polytechnique Universitaire de l'Université Lyon 1, spécialité Informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41378;Ingénieur diplômé de l'Université Paris XIII spécialité Informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41381;Ingénieur diplômé de l'Université Paris XIII spécialité Télécommunications et réseaux;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41445;Expert en cybersécurité (MS);NIV7
M1802;Expertise et support en systèmes d'information;RNCP41527;Ingénieur diplômé de l'Ecole publique d'Ingénieurs de la santé et du numérique (EPISEN) de l'université Paris Est Créteil Val-de-Marne Spécialité Informatique et santé;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41585;Informatique : Administration, gestion et exploitation des données;NIV6
M1802;Expertise et support en systèmes d'information;RNCP41588;Informatique : Réalisation d'applications : conception, développement, validation;NIV6
M1802;Expertise et support en systèmes d'information;RNCP41611;Réseaux & télécommunications : Cybersécurité;NIV6
M1802;Expertise et support en systèmes d'information;RNCP41612;Réseaux & télécommunications : Développement système et Cloud;NIV6
M1802;Expertise et support en systèmes d'information;RNCP41613;Réseaux & télécommunications : Internet des objets et mobilité;NIV6
M1802;Expertise et support en systèmes d'information;RNCP41614;Réseaux & télécommunications : Pilotage de projets de réseaux;NIV6
M1802;Expertise et support en systèmes d'information;RNCP41615;Réseaux & télécommunications : Réseaux opérateurs et multimédia;NIV6
M1802;Expertise et support en systèmes d'information;RNCP41678;Opérateur en cybersécurité;NIV5
M1802;Expertise et support en systèmes d'information;RNCP41813;Chef de projet data et intelligence artificielle;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41879;Consultant en assistance à maîtrise d'ouvrage informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41880;Manager en ingénierie informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41922;Ingénieur diplômé de l'école supérieure d'ingénieurs Réunion océan Indien de l'université de La Réunion, spécialité informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41976;Expert en cybersécurité et sécurité informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41988;Expert en ingénierie et cybersécurité des systèmes d’information;NIV7
M1802;Expertise et support en systèmes d'information;RNCP41993;Architecte en intelligence artificielle;NIV7
M1802;Expertise et support en systèmes d'information;RNCP42008;Ingénieur diplômé de l’École polytechnique universitaire de Montpellier, spécialité Informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP42011;Diplôme d'études supérieures en intelligence artificielle et sciences des données;NIV7
M1802;Expertise et support en systèmes d'information;RNCP42022;ingénieur diplômé de l’Ecole polytechnique universitaire de Savoie de l’université de Chambéry, spécialité informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP42082;Expert en cybersécurité industrielle;NIV7
M1802;Expertise et support en systèmes d'information;RNCP42097;Ingénieur diplômé de l'Institut supérieur d'informatique, de modélisation et de leurs applications de l'institut national polytechnique Clermont Auvergne;NIV7
M1802;Expertise et support en systèmes d'information;RNCP42098;Ingénieur diplômé de l’Ecole nationale supérieure Mines-Télécom Atlantique Bretagne Pays de la Loire de l’Institut Mines-Télécom, spécialité Informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP42147;Expert en ingénierie de l'intelligence artificielle et des applications;NIV7
M1802;Expertise et support en systèmes d'information;RNCP42149;Data engineer;NIV7
M1802;Expertise et support en systèmes d'information;RNCP42188;Développeur blockchain;NIV6
M1802;Expertise et support en systèmes d'information;RNCP42222;Diplômé de l'Ecole supérieure d'Ingénieurs de Rennes de l'Université de Rennes, Spécialité Informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP42228;Ingénieur diplômé de l'institut national des sciences appliquées de Rouen, spécialité technologies de l'information et intelligence artificielle;NIV7
M1802;Expertise et support en systèmes d'information;RNCP42231;Ingénieur diplômé de l’École polytechnique universitaire de l'université Lyon-I, spécialité informatique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP42237;Ingénieur diplômé de l'École supérieure angevine d'informatique et de productique, spécialité informatique et réseaux;NIV7
M1802;Expertise et support en systèmes d'information;RNCP42239;Ingénieur diplômé de Télécom Saint-Etienne de l'Université Jean Monnet, spécialité informatique et électronique;NIV7
M1802;Expertise et support en systèmes d'information;RNCP42285;Ingénieur de l'école nationale supérieure des sciences appliquées et de technologie, spécialité informatique;NIV7
M1803;Direction des systèmes d'information;RNCP35458;Réseaux & Télécommunications : Pilotage de projets de réseaux;NIV6
M1803;Direction des systèmes d'information;RNCP35502;Métiers du Multimédia et de l’Internet : Développement web et dispositifs interactifs;NIV6
M1803;Direction des systèmes d'information;RNCP35568;Ingénieur diplômé de l'École supérieure angevine d'informatique et de productique, spécialité informatique et réseaux;NIV7
M1803;Direction des systèmes d'information;RNCP35702;Ingénieur diplômé de l’école polytechnique universitaire de l'université d'Angers, spécialité automatique et informatique;NIV7
M1803;Direction des systèmes d'information;RNCP35782;Ingénieur de l'école nationale supérieure des sciences appliquées et de technologie, spécialité informatique;NIV7
M1803;Direction des systèmes d'information;RNCP35970;Chef de projet informatique;NIV6
M1803;Direction des systèmes d'information;RNCP35994;Ingénieur diplômé de l’Ecole Polytechnique Universitaire de Savoie de l'Université de Chambéry, Spécialité Informatique;NIV7
M1803;Direction des systèmes d'information;RNCP36115;Ingénieur diplômé de l’Ecole nationale supérieure Mines-Télécom Atlantique Bretagne Pays de la Loire de l’Institut Mines-Télécom, spécialité Informatique;NIV7
M1803;Direction des systèmes d'information;RNCP36296;Expert en architectures systèmes-réseaux et en sécurité informatique;NIV7
M1803;Direction des systèmes d'information;RNCP36416;Ingénieur diplômé de l'Ecole supérieure d'Ingénieurs de Rennes, Spécialité Informatique;NIV7
M1803;Direction des systèmes d'information;RNCP36793;Ingénieur diplômé de l’école nationale supérieure d'électronique, informatique, télécommunications, mathématique et mécanique de Bordeaux de l’institut polytechnique de Bordeaux, spécialité réseaux et informatique;NIV7
M1803;Direction des systèmes d'information;RNCP37394;Ingénieur de l'école nationale supérieure d'ingénieurs du Mans de l'université du Mans, spécialité informatique;NIV7
M1803;Direction des systèmes d'information;RNCP37485;Ingénieur diplômé de l'Université de technologie de Troyes, spécialité Informatique et Systèmes d'Information;NIV7
M1803;Direction des systèmes d'information;RNCP37586;Ingénieur diplômé de l'Ecole nationale supérieure d'électronique, informatique, télécommunications, mathématique et mécanique de Bordeaux de l'Institut polytechnique de Bordeaux, spécialité Informatique;NIV7
M1803;Direction des systèmes d'information;RNCP37624;Data engineer;NIV7
M1803;Direction des systèmes d'information;RNCP37649;Expert en cybersécurité;NIV7
M1803;Direction des systèmes d'information;RNCP37726;Ingénieur de l'Ecole Nationale Supérieure de Bretagne Sud (ENSIBS), spécialité Informatique et Cybersécurité;NIV7
M1803;Direction des systèmes d'information;RNCP37744;Expert en ingénierie informatique;NIV7
M1803;Direction des systèmes d'information;RNCP37746;Manager de projets en informatique et systèmes d'information (MS);NIV7
M1803;Direction des systèmes d'information;RNCP37843;Directeur de la donnée (chief data officer);NIV7
M1803;Direction des systèmes d'information;RNCP37903;Ingénieur diplômé de l’école supérieure de Chimie Physique Electronique de Lyon (CPE Lyon), spécialité informatique et cybersécurité;NIV7
M1803;Direction des systèmes d'information;RNCP38087;Ingénieur diplômé de l'université de technologie de Troyes, spécialité Réseaux et Télécommunications;NIV7
M1803;Direction des systèmes d'information;RNCP38105;Ingénieur systèmes, réseaux et cybersécurité;NIV7
M1803;Direction des systèmes d'information;RNCP38140;Architecte réseaux et cybersécurité (MS);NIV7
M1803;Direction des systèmes d'information;RNCP38426;Ingénieur diplômé de l’Ecole Nationale Supérieure d’Ingénieurs Sud-Alsace de l’Université de Mulhouse, spécialité Informatique et Réseaux;NIV7
M1803;Direction des systèmes d'information;RNCP38436;Développeur web;NIV5
M1803;Direction des systèmes d'information;RNCP38478;Coordinateur de projets informatiques (infrastructures cloud, applicatives ou data);NIV6
M1803;Direction des systèmes d'information;RNCP38587;Expert en ingénierie de l'intelligence artificielle;NIV7
M1803;Direction des systèmes d'information;RNCP38678;Ingénieur diplômé de l'école nationale supérieure des mines d'Alès de l'Institut Mines-Télécom, spécialité informatique et réseaux;NIV7
M1803;Direction des systèmes d'information;RNCP38779;Manager en infrastructures et cybersécurité des systèmes d’information;NIV7
M1803;Direction des systèmes d'information;RNCP38837;Expert en systèmes d'information sécurisés (Cloud ou Big Data);NIV7
